Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Mahmoud Dahoud,28.0,Germany,Midfielder,Eint Frankfurt,Bundesliga,9,1,1
Ameen Al-Dakhil,22.0,Belgium,Defender,Stuttgart,Bundesliga,7,0,0
Bence Dárdai,18.0,Hungary,Midfielder,Wolfsburg,Bundesliga,21,1,1
Lukas Daschner,25.0,Germany,"Midfielder, Forward",Bochum,Bundesliga,14,1,1
Alphonso Davies,23.0,Canada,Defender,Bayern Munich,Bundesliga,19,1,2
Olivier Deman,24.0,Belgium,Defender,Werder Bremen,Bundesliga,9,0,0
Ermedin Demirović,26.0,Bosnia and Herzegovina,Forward,Stuttgart,Bundesliga,34,15,1
Justin Diehl,19.0,Germany,"Forward, Defender",Stuttgart,Bundesliga,6,1,0
Eric Dier,30.0,England,Defender,Bayern Munich,Bundesliga,21,2,1
Junior Dina Ebimbe,23.0,France,"Midfielder, Forward",Eint Frankfurt,Bundesliga,7,0,1
Eren Dinkçi,22.0,Germany,"Midfielder, Forward",Freiburg,Bundesliga,23,0,3
Ritsu Doan,26.0,Japan,"Forward, Midfielder",Freiburg,Bundesliga,34,10,7
Danilho Doekhi,26.0,Netherlands,Defender,Union Berlin,Bundesliga,34,1,1
Niklas Dorsch,26.0,Germany,Midfielder,Heidenheim,Bundesliga,22,2,2
Patrick Drewes,31.0,Germany,Goalkeeper,Bochum,Bundesliga,21,0,0
Tim Drexler,19.0,Germany,Defender,Hoffenheim,Bundesliga,8,0,0
Marvin Ducksch,30.0,Germany,Forward,Werder Bremen,Bundesliga,32,8,8
Julien Duranville,18.0,Belgium,"Forward, Midfielder",Dortmund,Bundesliga,12,0,0
Adam Dźwigała,28.0,Poland,"Defender, Midfielder",St. Pauli,Bundesliga,16,0,0
Johannes Eggestein,26.0,Germany,Forward,St. Pauli,Bundesliga,27,3,4
Maximilian Eggestein,27.0,Germany,Midfielder,Freiburg,Bundesliga,33,2,0
Hugo Ekitike,22.0,France,Forward,Eint Frankfurt,Bundesliga,33,15,8
Elif Elmas,24.0,North Macedonia,Midfielder,RB Leipzig,Bundesliga,2,0,0
Nico Elvedi,27.0,Switzerland,Defender,Gladbach,Bundesliga,25,1,1
Arne Engels,20.0,Belgium,"Midfielder, Forward",Augsburg,Bundesliga,1,0,0
Patrick Erras,29.0,Germany,Defender,Holstein Kiel,Bundesliga,10,1,0
Samuel Essende,26.0,"Congo, The Democratic Republic of the",Forward,Augsburg,Bundesliga,30,7,2
Frank Feller,20.0,Germany,Goalkeeper,Heidenheim,Bundesliga,2,0,0
Kilian Fischer,23.0,Germany,Defender,Wolfsburg,Bundesliga,32,1,0
Jonas Föhrenbach,28.0,Germany,Defender,Heidenheim,Bundesliga,27,0,1
Marco Friedl,26.0,Austria,Defender,Werder Bremen,Bundesliga,26,0,0
Marvin Friedrich,28.0,Germany,Defender,Gladbach,Bundesliga,22,0,1
Jeremie Frimpong,23.0,Netherlands,"Defender, Midfielder",Leverkusen,Bundesliga,33,5,5
Chris Führich,26.0,Germany,"Midfielder, Forward",Stuttgart,Bundesliga,33,2,3
Shiō Fukuda,20.0,Japan,Forward,Gladbach,Bundesliga,6,1,0
Cristian Gamboa,34.0,Costa Rica,Defender,Bochum,Bundesliga,12,1,0
Aleix García,27.0,Spain,Midfielder,Leverkusen,Bundesliga,28,3,4
Viggo Gebel,16.0,Germany,Midfielder,RB Leipzig,Bundesliga,1,0,0
Lutsharel Geertruida,24.0,Netherlands,Defender,RB Leipzig,Bundesliga,24,1,0
Dennis Geiger,26.0,Germany,"Midfielder, Forward",Hoffenheim,Bundesliga,20,0,0
Valentin Gendrey,24.0,France,Defender,Hoffenheim,Bundesliga,22,1,1
Yannick Gerhardt,30.0,Germany,"Midfielder, Defender",Wolfsburg,Bundesliga,29,1,1
Max Geschwill,23.0,Germany,Defender,Holstein Kiel,Bundesliga,19,1,2
Dimitris Giannoulis,28.0,Greece,Defender,Augsburg,Bundesliga,31,1,4
Armin Gigovic,22.0,Bosnia and Herzegovina,Midfielder,Holstein Kiel,Bundesliga,31,5,1
Benedikt Gimber,27.0,Germany,Defender,Heidenheim,Bundesliga,32,0,0
Matthias Ginter,30.0,Germany,Defender,Freiburg,Bundesliga,32,2,1
Jamie Gittens,19.0,England,"Forward, Midfielder",Dortmund,Bundesliga,32,8,3
Serge Gnabry,29.0,Germany,"Forward, Midfielder",Bayern Munich,Bundesliga,27,7,5
Tidiam Gomis,17.0,France,"Midfielder, Forward",RB Leipzig,Bundesliga,8,0,1
Leon Goretzka,29.0,Germany,"Midfielder, Defender",Bayern Munich,Bundesliga,26,4,1
Robin Gosens,30.0,Germany,Defender,Union Berlin,Bundesliga,1,0,0
Mario Götze,32.0,Germany,"Midfielder, Forward",Eint Frankfurt,Bundesliga,24,3,2
Jeffrey Gouweleeuw,33.0,Netherlands,Defender,Augsburg,Bundesliga,33,1,4
Kamil Grabara,25.0,Poland,Goalkeeper,Wolfsburg,Bundesliga,29,0,0
Michael Gregoritsch,30.0,Austria,Forward,Freiburg,Bundesliga,20,2,1
Vincenzo Grifo,31.0,Italy,"Forward, Midfielder",Freiburg,Bundesliga,34,8,11
Florian Grillitsch,28.0,Austria,Midfielder,Hoffenheim,Bundesliga,8,0,0
Álex Grimaldo,28.0,Spain,Defender,Leverkusen,Bundesliga,32,2,7
Pascal Groß,33.0,Germany,"Midfielder, Defender",Dortmund,Bundesliga,30,0,9
Marco Grüll,26.0,Austria,"Forward, Midfielder",Werder Bremen,Bundesliga,30,6,1
Raphaël Guerreiro,30.0,Portugal,"Defender, Midfielder",Bayern Munich,Bundesliga,23,4,4
Morgan Guilavogui,26.0,Guinea,"Forward, Midfielder",St. Pauli,Bundesliga,25,6,2
Serhou Guirassy,28.0,Guinea,Forward,Dortmund,Bundesliga,30,21,4
Péter Gulácsi,34.0,Hungary,Goalkeeper,RB Leipzig,Bundesliga,30,0,0
Robert Gumny,26.0,Poland,Defender,Augsburg,Bundesliga,7,0,0
Christian Günter,31.0,Germany,Defender,Freiburg,Bundesliga,29,2,2
Janik Haberer,30.0,Germany,"Midfielder, Defender",Union Berlin,Bundesliga,28,0,0
Robin Hack,25.0,Germany,"Forward, Midfielder",Gladbach,Bundesliga,33,4,7
Amadou Haidara,26.0,Mali,Midfielder,RB Leipzig,Bundesliga,28,0,1
Andreas Hanche-Olsen,27.0,Norway,Defender,Mainz 05,Bundesliga,22,1,1
Phil Harres,22.0,Germany,Forward,Holstein Kiel,Bundesliga,26,8,1
Ramon Hendriks,23.0,Netherlands,Defender,Stuttgart,Bundesliga,25,0,1
Paul Hennrich,19.0,Germany,Midfielder,Hoffenheim,Bundesliga,1,0,0
Benjamin Henrichs,27.0,Germany,Defender,RB Leipzig,Bundesliga,15,0,2
Mario Hermoso,29.0,Spain,Defender,Leverkusen,Bundesliga,4,0,0
Piero Hincapié,22.0,Ecuador,Defender,Leverkusen,Bundesliga,32,2,2
Adam Hložek,22.0,Czechia,"Forward, Midfielder",Hoffenheim,Bundesliga,27,8,4
Nicolas Höfler,34.0,Germany,Midfielder,Freiburg,Bundesliga,20,0,0
Jonas Hofmann,32.0,Germany,"Midfielder, Defender",Leverkusen,Bundesliga,11,2,1
Philipp Hofmann,31.0,Germany,Forward,Bochum,Bundesliga,32,3,3
Lucas Höler,30.0,Germany,"Forward, Midfielder",Freiburg,Bundesliga,31,6,4
Benedict Hollerbach,23.0,Germany,"Forward, Midfielder",Union Berlin,Bundesliga,34,9,1
Lewis Holtby,33.0,Germany,Midfielder,Holstein Kiel,Bundesliga,25,0,1
Gerrit Holtmann,29.0,Philippines,"Defender, Forward",Bochum,Bundesliga,23,2,1
Franck Honorat,27.0,France,Forward,Gladbach,Bundesliga,19,4,7
Mathias Honsak,27.0,Austria,"Forward, Defender",Heidenheim,Bundesliga,22,5,1
Timo Horn,31.0,Germany,Goalkeeper,Bochum,Bundesliga,13,0,0
Lukáš Hrádecký,34.0,Finland,Goalkeeper,Leverkusen,Bundesliga,29,0,0
Robin Hranáč,24.0,Czechia,Defender,Hoffenheim,Bundesliga,4,0,0
Hong Hyunseok,25.0,"Korea, Republic of",Midfielder,Mainz 05,Bundesliga,23,0,1
Oscar Højlund,19.0,Denmark,Midfielder,Eint Frankfurt,Bundesliga,20,1,0
Arijon Ibrahimović,18.0,Germany,Forward,Bayern Munich,Bundesliga,1,0,0
Andrej Ilic,24.0,Serbia,Forward,Union Berlin,Bundesliga,16,7,0
Jackson Irvine,31.0,Australia,Midfielder,St. Pauli,Bundesliga,29,0,6
Ko Itakura,27.0,Japan,Defender,Gladbach,Bundesliga,31,3,0
Hiroki Ito,25.0,Japan,Defender,Bayern Munich,Bundesliga,6,1,0
Marko Ivezić,22.0,Serbia,Defender,Holstein Kiel,Bundesliga,23,0,0
Lee Jae-sung,31.0,"Korea, Republic of",Midfielder,Mainz 05,Bundesliga,33,7,6
Kristijan Jakić,27.0,Croatia,Midfielder,Augsburg,Bundesliga,31,0,1
Luca Jaquez,21.0,Switzerland,Defender,Stuttgart,Bundesliga,5,0,0
Dominik Javorček,21.0,Slovakia,"Defender, Midfielder",Holstein Kiel,Bundesliga,13,0,2
Finn Jeltsch,18.0,Germany,Defender,Stuttgart,Bundesliga,12,0,0
Fredrik Jensen,26.0,Finland,Midfielder,Augsburg,Bundesliga,20,0,0
Moritz Jenz,25.0,Germany,Defender,Mainz 05,Bundesliga,19,0,0
Carl Johansson,30.0,Sweden,Defender,Holstein Kiel,Bundesliga,10,0,0
Anthony Jung,32.0,Germany,Defender,Werder Bremen,Bundesliga,28,0,0
Josip Juranović,28.0,Croatia,"Defender, Midfielder",Union Berlin,Bundesliga,17,0,1
David Jurásek,23.0,Czechia,Defender,Hoffenheim,Bundesliga,14,0,1
Yusuf Kabadayı,20.0,Germany,"Forward, Midfielder",Augsburg,Bundesliga,5,1,0
Almugera Kabar,18.0,Germany,Defender,Dortmund,Bundesliga,5,0,0
Issa Kaboré,23.0,Burkina Faso,"Defender, Forward",Werder Bremen,Bundesliga,9,0,0
Pavel Kadeřábek,32.0,Czechia,Defender,Hoffenheim,Bundesliga,24,2,0
Jakub Kamiński,22.0,Poland,"Defender, Midfielder",Wolfsburg,Bundesliga,22,0,2
Kevin Kampl,33.0,Slovenia,Midfielder,RB Leipzig,Bundesliga,26,1,0
Harry Kane,31.0,England,Forward,Bayern Munich,Bundesliga,31,26,9
Mikkel Kaufmann,23.0,Denmark,Forward,Heidenheim,Bundesliga,9,0,0
Yannik Keitel,24.0,Germany,Midfielder,Stuttgart,Bundesliga,11,0,0
Andu Kelati,21.0,Germany,"Midfielder, Defender",Holstein Kiel,Bundesliga,8,1,1
Thomas Keller,24.0,Germany,"Defender, Midfielder",Heidenheim,Bundesliga,6,0,0
Aljoscha Kemlein,19.0,Germany,Midfielder,Union Berlin,Bundesliga,15,1,0
Luca Kerber,22.0,Germany,"Midfielder, Defender",Heidenheim,Bundesliga,23,2,0
Rani Khedira,30.0,Germany,Midfielder,Union Berlin,Bundesliga,32,1,1
Joshua Kimmich,29.0,Germany,Midfielder,Bayern Munich,Bundesliga,33,3,7
Tim Kleindienst,28.0,Germany,Forward,Gladbach,Bundesliga,31,16,7
Lukas Klostermann,28.0,Germany,Defender,RB Leipzig,Bundesliga,28,1,0
Ansgar Knauff,22.0,Germany,"Midfielder, Defender",Eint Frankfurt,Bundesliga,30,4,5
Magnus Knudsen,23.0,Norway,Midfielder,Holstein Kiel,Bundesliga,31,0,1
Gregor Kobel,26.0,Switzerland,Goalkeeper,Dortmund,Bundesliga,32,0,0
Robin Koch,28.0,Germany,Defender,Eint Frankfurt,Bundesliga,30,3,0
Derrick Köhn,25.0,Germany,"Defender, Forward",Werder Bremen,Bundesliga,27,2,2
Dominik Kohr,30.0,Germany,"Defender, Midfielder",Mainz 05,Bundesliga,28,2,0
Marco Komenda,27.0,Croatia,Defender,Holstein Kiel,Bundesliga,19,0,0
Mert Kömür,19.0,Germany,Midfielder,Augsburg,Bundesliga,20,2,1
Kacper Koscierski,17.0,Germany,Defender,Bochum,Bundesliga,1,0,0
Henri Koudossou,24.0,Germany,Defender,Augsburg,Bundesliga,21,0,0
Konstantinos Koulierakis,20.0,Greece,Defender,Wolfsburg,Bundesliga,30,0,2
Matej Kovar,24.0,Czechia,Goalkeeper,Leverkusen,Bundesliga,5,0,0
Andrej Kramarić,33.0,Croatia,"Midfielder, Forward",Hoffenheim,Bundesliga,32,11,8
Frans Krätzig,21.0,Germany,Defender,Stuttgart,Bundesliga,1,0,0
Tom Krauß,23.0,Germany,Midfielder,Bochum,Bundesliga,14,0,0
Rasmus Kristensen,27.0,Denmark,Defender,Eint Frankfurt,Bundesliga,30,5,3
Lukas Kübler,31.0,Germany,Defender,Freiburg,Bundesliga,28,5,1
Jonah Kusi-Asare,17.0,Sweden,Forward,Bayern Munich,Bundesliga,1,0,0
Moritz-Broni Kwarteng,26.0,Ghana,"Midfielder, Forward",Bochum,Bundesliga,7,0,0
Nediljko Labrović,24.0,Croatia,Goalkeeper,Augsburg,Bundesliga,15,0,0
Konrad Laimer,27.0,Austria,Defender,Bayern Munich,Bundesliga,29,2,2
Stefan Lainer,31.0,Austria,Defender,Gladbach,Bundesliga,21,1,0
Hugo Larsson,20.0,Sweden,Midfielder,Eint Frankfurt,Bundesliga,33,3,1
Diogo Leite,25.0,Portugal,Defender,Union Berlin,Bundesliga,30,1,2
Maxim Leitsch,26.0,Germany,Defender,Mainz 05,Bundesliga,14,1,0
Jamie Leweling,23.0,Germany,"Midfielder, Forward",Stuttgart,Bundesliga,27,2,2
Philipp Lienhart,28.0,Austria,Defender,Freiburg,Bundesliga,32,1,0
Marin Ljubicic,22.0,Croatia,"Forward, Midfielder",Union Berlin,Bundesliga,13,1,1
Anthony Losilla,38.0,France,Midfielder,Bochum,Bundesliga,21,0,0
Yannik Lührs,20.0,Germany,Defender,Dortmund,Bundesliga,3,0,0
Castello Lukeba,21.0,France,Defender,RB Leipzig,Bundesliga,23,0,0
Senne Lynen,25.0,Belgium,Midfielder,Werder Bremen,Bundesliga,32,0,1
Shuto Machino,24.0,Japan,"Forward, Midfielder",Holstein Kiel,Bundesliga,32,11,2
Arne Maier,25.0,Germany,Midfielder,Augsburg,Bundesliga,28,0,0
Patrick Mainka,29.0,Germany,Defender,Heidenheim,Bundesliga,34,1,1
Lovro Majer,26.0,Croatia,Midfielder,Wolfsburg,Bundesliga,9,2,1
Jordy Makengo,22.0,France,Defender,Freiburg,Bundesliga,19,0,0
Jarzinho Malanga,18.0,Germany,Defender,Stuttgart,Bundesliga,1,0,0
Julián Malatini,23.0,Argentina,Defender,Werder Bremen,Bundesliga,10,1,1
Donyell Malen,25.0,Netherlands,"Forward, Midfielder",Dortmund,Bundesliga,14,3,0
Lennard Maloney,24.0,United States,Midfielder,Mainz 05,Bundesliga,5,0,0
Johan Manzambi,18.0,Switzerland,"Forward, Midfielder",Freiburg,Bundesliga,11,2,1
Omar Marmoush,25.0,Egypt,Forward,Eint Frankfurt,Bundesliga,17,15,9
Giorgos Masouras,30.0,Greece,"Forward, Midfielder",Bochum,Bundesliga,14,2,1
Erhan Mašović,25.0,Serbia,Defender,Bochum,Bundesliga,16,1,1
Igor Matanovic,21.0,Croatia,Forward,Eint Frankfurt,Bundesliga,16,1,0
Chrislain Matsima,22.0,France,Defender,Augsburg,Bundesliga,30,1,1
Jean Mattéo Bahoya,19.0,France,"Midfielder, Forward",Eint Frankfurt,Bundesliga,24,2,3
Maurides,30.0,Brazil,Forward,St. Pauli,Bundesliga,1,0,0
Keke Maximilian Topp,20.0,Germany,"Forward, Midfielder",Werder Bremen,Bundesliga,19,2,2
Jakov Medić,25.0,Croatia,Defender,Bochum,Bundesliga,23,1,0
Connor Metcalfe,24.0,Australia,"Midfielder, Forward",St. Pauli,Bundesliga,10,0,0
Karol Mets,31.0,Estonia,Defender,St. Pauli,Bundesliga,10,0,0
Alexander Meyer,33.0,Germany,Goalkeeper,Dortmund,Bundesliga,2,0,0
Florian Micheler,19.0,Austria,Midfielder,Hoffenheim,Bundesliga,1,0,0
Enzo Millot,22.0,France,"Midfielder, Forward",Stuttgart,Bundesliga,29,6,5
Kim Min-jae,27.0,"Korea, Republic of",Defender,Bayern Munich,Bundesliga,27,2,0
Maximilian Mittelstädt,27.0,Germany,Defender,Stuttgart,Bundesliga,31,1,7
Koji Miyoshi,27.0,Japan,"Forward, Midfielder",Bochum,Bundesliga,15,1,0
David Mokwa,20.0,France,"Defender, Forward",Hoffenheim,Bundesliga,2,0,0
Steve Mounié,29.0,Benin,"Forward, Midfielder",Augsburg,Bundesliga,16,1,0
Nordi Mukiele,26.0,France,Defender,Leverkusen,Bundesliga,15,1,0
Florian Müller,26.0,Germany,Goalkeeper,Freiburg,Bundesliga,9,0,0
Kevin Müller,33.0,Germany,Goalkeeper,Heidenheim,Bundesliga,33,0,0
Marius Müller,31.0,Germany,Goalkeeper,Wolfsburg,Bundesliga,6,0,0
Thomas Müller,34.0,Germany,"Midfielder, Forward",Bayern Munich,Bundesliga,30,1,4
Jamal Musiala,21.0,Germany,Midfielder,Bayern Munich,Bundesliga,25,12,2
Florent Muslija,26.0,Kosovo,"Forward, Midfielder",Freiburg,Bundesliga,9,0,0
Phillipp Mwene,30.0,Austria,Defender,Mainz 05,Bundesliga,32,1,4
Joakim Mæhle,27.0,Denmark,Defender,Wolfsburg,Bundesliga,28,3,4
Nathan N'Goumou,24.0,Cameroon,Forward,Gladbach,Bundesliga,19,2,1
Stanley N'Soki,25.0,France,Defender,Hoffenheim,Bundesliga,22,0,0
Nikolas Nartey,24.0,Denmark,Midfielder,Stuttgart,Bundesliga,1,0,0
Paul Nebel,21.0,Germany,Midfielder,Mainz 05,Bundesliga,31,10,4
Kosta Nedeljković,18.0,Serbia,Defender,RB Leipzig,Bundesliga,10,0,0
Ivan Nekić,23.0,Croatia,Defender,Holstein Kiel,Bundesliga,1,0,0
David Nemeth,23.0,Austria,Defender,St. Pauli,Bundesliga,24,0,1
Luca Netz,21.0,Germany,Defender,Gladbach,Bundesliga,24,0,2
Manuel Neuer,38.0,Germany,Goalkeeper,Bayern Munich,Bundesliga,22,0,0
Florian Neuhaus,27.0,Germany,Midfielder,Gladbach,Bundesliga,18,0,1
Moritz Nicolas,26.0,Germany,Goalkeeper,Gladbach,Bundesliga,19,0,0
Julian Niehues,23.0,Germany,Midfielder,Heidenheim,Bundesliga,8,0,0
Justin Njinmah,23.0,Germany,"Forward, Midfielder",Werder Bremen,Bundesliga,26,3,2
Niels Nkounkou,23.0,France,"Defender, Midfielder",Eint Frankfurt,Bundesliga,12,0,0
Felix Nmecha,23.0,Germany,Midfielder,Dortmund,Bundesliga,26,4,1
Lukas Nmecha,25.0,Germany,"Forward, Midfielder",Wolfsburg,Bundesliga,19,3,0
Arnaud Nordin,26.0,France,"Defender, Midfielder",Mainz 05,Bundesliga,6,0,0
Alexander Nübel,27.0,Germany,Goalkeeper,Stuttgart,Bundesliga,34,0,1
Antonio Nusa,19.0,Norway,"Midfielder, Defender",RB Leipzig,Bundesliga,25,3,3
David Odogu,18.0,Germany,Defender,Wolfsburg,Bundesliga,3,0,0
Tim Oermann,20.0,Germany,Defender,Bochum,Bundesliga,29,0,2
Ifechukwu Ogbus,18.0,Switzerland,Defender,Freiburg,Bundesliga,2,0,0
Finn Ole Becker,24.0,Germany,Midfielder,Hoffenheim,Bundesliga,13,0,1
Michael Olise,22.0,France,"Forward, Midfielder",Bayern Munich,Bundesliga,34,12,15
Jonas Omlin,30.0,Switzerland,Goalkeeper,Gladbach,Bundesliga,12,0,0
Karim Onisiwo,32.0,Austria,"Midfielder, Forward",Mainz 05,Bundesliga,6,0,0
Frank Onyeka,26.0,Nigeria,Midfielder,Augsburg,Bundesliga,31,0,1
Loïs Openda,24.0,Belgium,"Forward, Midfielder",RB Leipzig,Bundesliga,33,9,5
Gift Orban,22.0,Nigeria,Forward,Hoffenheim,Bundesliga,13,4,0
Willi Orban,31.0,Hungary,Defender,RB Leipzig,Bundesliga,25,5,0
