Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Aïssa Mandi,32.0,Algeria,Defender,Lille,Ligue 1,24,0,0
Orel Mangala,26.0,Belgium,Midfielder,Lyon,Ligue 1,1,0,0
Sekou Mara,22.0,France,"Forward, Midfielder",Strasbourg,Ligue 1,25,1,1
Marquinhos,30.0,Brazil,Defender,Paris S-G,Ligue 1,22,2,0
Ange Martial Tia,17.0,Mali,"Midfielder, Defender",Reims,Ligue 1,6,0,0
Jonas Martin,34.0,France,Midfielder,Brest,Ligue 1,17,1,0
Han-Noah Massengo,23.0,France,Midfielder,Auxerre,Ligue 1,17,0,0
Clinton Mata,31.0,Angola,Defender,Lyon,Ligue 1,29,0,4
Eliot Matazo,22.0,Belgium,Midfielder,Monaco,Ligue 1,3,0,0
Nemanja Matić,35.0,Serbia,Midfielder,Lyon,Ligue 1,29,0,1
Rudy Matondo,16.0,France,Midfielder,Auxerre,Ligue 1,5,0,0
Azor Matusiwa,26.0,Netherlands,Midfielder,Rennes,Ligue 1,29,1,3
Neal Maupay,27.0,France,Forward,Marseille,Ligue 1,22,4,4
Christian Mawissa,19.0,France,Defender,Monaco,Ligue 1,22,0,0
Senny Mayulu,18.0,France,Midfielder,Paris S-G,Ligue 1,20,2,2
Ethan Mbappé,17.0,France,"Midfielder, Forward",Lille,Ligue 1,10,0,0
Ibrahim Mbaye,16.0,France,"Forward, Midfielder",Paris S-G,Ligue 1,9,1,1
Mark McKenzie,25.0,United States,Defender,Toulouse,Ligue 1,30,1,1
Facundo Medina,25.0,Argentina,Defender,Lens,Ligue 1,29,0,1
Henrik Meister,20.0,Denmark,Forward,Rennes,Ligue 1,4,1,0
Bamo Meïté,22.0,Côte d'Ivoire,Defender,Marseille,Ligue 1,3,0,0
Mohamed Meité,16.0,France,Forward,Rennes,Ligue 1,12,2,0
Farid El Melali,27.0,Algeria,Forward,Angers,Ligue 1,32,2,3
Nuno Mendes,22.0,Portugal,Defender,Paris S-G,Ligue 1,24,1,3
Antoine Mendy,20.0,Senegal,Defender,Nice,Ligue 1,18,0,0
Nampalys Mendy,32.0,Senegal,Midfielder,Lens,Ligue 1,10,0,1
Gideon Mensah,26.0,Ghana,Defender,Auxerre,Ligue 1,29,0,1
Quentin Merlin,22.0,France,Defender,Marseille,Ligue 1,27,1,3
Rafik Messali,21.0,France,Defender,Toulouse,Ligue 1,13,0,1
Thomas Meunier,32.0,Belgium,Defender,Lille,Ligue 1,30,2,0
Lucas Michal,19.0,France,"Forward, Midfielder",Monaco,Ligue 1,8,0,0
Georges Mikautadze,23.0,Georgia,Forward,Lyon,Ligue 1,34,11,6
Igor Miladinović,21.0,Serbia,"Forward, Midfielder",Saint-Étienne,Ligue 1,3,0,0
Takumi Minamino,29.0,Japan,"Midfielder, Forward",Monaco,Ligue 1,31,6,3
Lucas Mincarelli,20.0,France,Defender,Montpellier,Ligue 1,10,1,0
Terem Moffi,25.0,Nigeria,Forward,Nice,Ligue 1,5,1,0
Mostafa Mohamed,26.0,Egypt,Forward,Nantes,Ligue 1,30,5,0
Florent Mollet,32.0,France,"Midfielder, Forward",Nantes,Ligue 1,9,0,0
Diego Moreira,19.0,Portugal,"Defender, Midfielder",Strasbourg,Ligue 1,32,2,7
Gabriel Moscardo,18.0,Brazil,"Midfielder, Defender",Reims,Ligue 1,6,0,0
Yael Mouanga,19.0,France,Defender,Montpellier,Ligue 1,14,0,0
Aimen Moueffek,23.0,France,Midfielder,Saint-Étienne,Ligue 1,22,0,1
Youssoufa Moukoko,19.0,Germany,"Forward, Midfielder",Nice,Ligue 1,11,2,1
Louis Mouton,22.0,France,Midfielder,Saint-Étienne,Ligue 1,24,0,1
Ngal'Ayel Mukau,19.0,"Congo, The Democratic Republic of the",Midfielder,Lille,Ligue 1,22,0,1
Marshall Munetsi,28.0,Zimbabwe,Midfielder,Reims,Ligue 1,19,4,2
Almoatasem Al Musrati,28.0,Libya,Midfielder,Monaco,Ligue 1,10,1,1
Junior Mwanga,21.0,France,Midfielder,Strasbourg,Ligue 1,8,0,0
Loïc N'Gatta,20.0,France,Defender,Auxerre,Ligue 1,2,0,0
Djylian N'Guessan,15.0,France,Forward,Saint-Étienne,Ligue 1,8,0,0
Mickael Nade,25.0,France,Defender,Saint-Étienne,Ligue 1,26,1,2
Bilal Nadir,20.0,Morocco,Midfielder,Marseille,Ligue 1,15,1,0
Mahamadou Nagida,19.0,Cameroon,Defender,Rennes,Ligue 1,12,2,0
Keito Nakamura,24.0,Japan,"Forward, Midfielder",Reims,Ligue 1,32,11,2
Sebastian Nanasi,22.0,Sweden,"Midfielder, Forward",Strasbourg,Ligue 1,31,6,4
Yael Nandjou,19.0,France,Defender,Nice,Ligue 1,3,0,0
Youssouf Ndayishimiye,25.0,Burundi,Defender,Nice,Ligue 1,23,3,0
Junior Ndiaye,19.0,France,Forward,Montpellier,Ligue 1,15,0,0
Rassoul Ndiaye,22.0,Senegal,Midfielder,Le Havre,Ligue 1,27,1,0
Wilfried Ndollo,19.0,Cameroon,Defender,Montpellier,Ligue 1,8,0,0
Tanguy Ndombele,27.0,France,Midfielder,Nice,Ligue 1,18,1,2
Loïc Nego,33.0,Hungary,"Defender, Forward",Le Havre,Ligue 1,31,0,0
João Neves,19.0,Portugal,"Midfielder, Defender",Paris S-G,Ligue 1,29,3,8
Mikayil Ngor Faye,20.0,Senegal,Defender,Rennes,Ligue 1,11,0,0
Steve Ngoura,19.0,France,Forward,Le Havre,Ligue 1,8,0,0
Bernard Nguene,17.0,Cameroon,Forward,Nice,Ligue 1,1,0,0
Moussa Niakhate,28.0,Senegal,Defender,Lyon,Ligue 1,31,0,0
Abdoulaye Niakhate Ndiaye,22.0,Senegal,Defender,Brest,Ligue 1,22,1,0
Ibrahima Niane,25.0,Senegal,Forward,Angers,Ligue 1,24,3,1
Rasmus Nicolaisen,27.0,Denmark,Defender,Toulouse,Ligue 1,7,0,1
Ernest Nuamah,20.0,Ghana,"Forward, Midfielder",Lyon,Ligue 1,23,3,1
Rabby Nzingoula,18.0,Republic of the Congo,Midfielder,Montpellier,Ligue 1,27,1,0
M'Bala Nzola,27.0,Angola,Forward,Lens,Ligue 1,21,6,1
Marwann Nzuzi,20.0,France,Defender,Saint-Étienne,Ligue 1,2,0,0
Hamzat Ojediran,20.0,Nigeria,"Midfielder, Forward",Lens,Ligue 1,17,1,0
Joseph Okumu,27.0,Kenya,Defender,Reims,Ligue 1,22,1,0
Kazeem Olaigbe,21.0,Belgium,"Midfielder, Forward",Rennes,Ligue 1,10,0,2
Ben Old,21.0,New Zealand,"Forward, Midfielder",Saint-Étienne,Ligue 1,13,0,0
Warmed Omari,24.0,Comoros,Defender,Lyon,Ligue 1,1,0,0
Becir Omeragic,22.0,Switzerland,Defender,Montpellier,Ligue 1,22,0,0
Andrew Omobamidele,22.0,Ireland,Defender,Strasbourg,Ligue 1,10,0,0
Ado Onaiwu,28.0,Japan,"Midfielder, Forward",Auxerre,Ligue 1,31,4,1
Christopher Operi,27.0,Côte d'Ivoire,"Defender, Forward",Le Havre,Ligue 1,13,0,2
Fredrik Oppegard,21.0,Norway,Defender,Auxerre,Ligue 1,9,0,0
Victor Orakpo,18.0,Nigeria,Forward,Nice,Ligue 1,4,0,0
Ike Orazi,17.0,Ireland,Midfielder,Reims,Ligue 1,1,0,0
Gabriel Osho,25.0,Nigeria,Defender,Auxerre,Ligue 1,20,1,0
Jibril Othman,20.0,Tunisia,Forward,Saint-Étienne,Ligue 1,1,0,0
Guimissongui Ouattara,18.0,France,"Defender, Forward",Strasbourg,Ligue 1,17,1,1
Kassoum Ouattara,19.0,France,"Defender, Forward",Monaco,Ligue 1,12,0,1
Zinédine Ould Khaled,24.0,France,Midfielder,Angers,Ligue 1,10,0,0
Beres Owusu,20.0,France,Defender,Saint-Étienne,Ligue 1,1,0,0
Elisha Owusu,26.0,Ghana,Midfielder,Auxerre,Ligue 1,28,1,3
Willian Pacho,22.0,Ecuador,Defender,Paris S-G,Ligue 1,28,0,1
Nicolas Pallois,36.0,France,Defender,Nantes,Ligue 1,26,0,2
Nicolas Pays,20.0,France,"Forward, Midfielder",Montpellier,Ligue 1,9,0,0
Kévin Pedro,18.0,France,Defender,Saint-Étienne,Ligue 1,1,0,0
Théo Pellenard,30.0,France,Defender,Auxerre,Ligue 1,2,0,0
Timothee Pembele,21.0,France,Defender,Le Havre,Ligue 1,20,1,0
Faris Pemi Moumbagna,24.0,Cameroon,Forward,Marseille,Ligue 1,1,0,0
Óscar Perea,18.0,Colombia,"Midfielder, Defender",Strasbourg,Ligue 1,2,0,0
Mathias Pereira Lage,27.0,Portugal,"Forward, Midfielder",Brest,Ligue 1,29,2,7
Lucas Perri,26.0,Brazil,Goalkeeper,Lyon,Ligue 1,33,0,0
Gaëtan Perrin,28.0,France,"Midfielder, Forward",Auxerre,Ligue 1,34,10,11
Prosper Peter,16.0,Nigeria,"Midfielder, Forward",Angers,Ligue 1,2,0,0
Léo Pétrot,27.0,France,Defender,Saint-Étienne,Ligue 1,31,0,3
Đorđe Petrović,24.0,Serbia,Goalkeeper,Strasbourg,Ligue 1,31,0,0
Tom Pouilly,21.0,France,"Defender, Midfielder",Lens,Ligue 1,10,0,0
Adrien Rabiot,29.0,France,Midfielder,Marseille,Ligue 1,29,9,4
Gonçalo Ramos,23.0,Portugal,Forward,Paris S-G,Ligue 1,22,10,3
Lilian Raolisoa,24.0,France,"Defender, Forward",Angers,Ligue 1,29,0,3
Rayan Raveloson,27.0,Madagascar,"Midfielder, Defender",Auxerre,Ligue 1,13,1,0
Guillaume Restes,19.0,France,Goalkeeper,Toulouse,Ligue 1,29,0,1
Alexsandro Ribeiro,24.0,Brazil,Defender,Lille,Ligue 1,30,1,1
Alejandro Rodriguez,16.0,Portugal,Midfielder,Lyon,Ligue 1,1,0,0
Valentin Rongier,29.0,France,"Midfielder, Defender",Marseille,Ligue 1,25,3,1
Pablo Rosario,27.0,Netherlands,"Midfielder, Defender",Nice,Ligue 1,29,3,1
Jon Rowe,21.0,England,"Forward, Midfielder",Marseille,Ligue 1,28,3,3
Fabián Ruiz Peña,28.0,Spain,Midfielder,Paris S-G,Ligue 1,30,4,5
Gerónimo Rulli,32.0,Argentina,Goalkeeper,Marseille,Ligue 1,34,0,0
Mathew Ryan,32.0,Australia,Goalkeeper,Lens,Ligue 1,14,0,0
Emmanuel Sabbi,26.0,United States,"Forward, Midfielder",Le Havre,Ligue 1,15,0,0
Falaye Sacko,29.0,Mali,Defender,Montpellier,Ligue 1,16,0,1
Matvei Safonov,25.0,Russian Federation,Goalkeeper,Paris S-G,Ligue 1,10,0,0
Modibo Sagnan,25.0,Mali,Defender,Montpellier,Ligue 1,27,2,0
Osame Sahraoui,23.0,Morocco,"Forward, Midfielder",Lille,Ligue 1,30,3,3
Wesley Saïd,29.0,France,Forward,Lens,Ligue 1,24,3,0
Théo Sainte-Luce,25.0,France,Defender,Montpellier,Ligue 1,16,1,0
Ibrahim Salah,22.0,Morocco,Forward,Brest,Ligue 1,12,1,1
Amine Salama,24.0,France,Forward,Reims,Ligue 1,17,0,0
Mohammed Salisu,25.0,Ghana,Defender,Monaco,Ligue 1,15,1,0
Yoann Salmier,31.0,French Guiana,Defender,Le Havre,Ligue 1,13,0,0
Mama Samba Baldé,28.0,Guinea-Bissau,Forward,Brest,Ligue 1,27,2,3
Brice Samba,30.0,France,Goalkeeper,Lens,Ligue 1,15,0,0
Arouna Sangante,22.0,Senegal,Defender,Le Havre,Ligue 1,16,3,0
Nhoa Sangui,18.0,France,"Defender, Midfielder",Reims,Ligue 1,26,0,2
Morgan Sanson,29.0,France,Midfielder,Nice,Ligue 1,6,3,0
Baptiste Santamaria,29.0,France,Midfielder,Rennes,Ligue 1,10,0,1
Andrey Santos,20.0,Brazil,Midfielder,Strasbourg,Ligue 1,32,10,3
Tiago Santos,22.0,Portugal,Defender,Lille,Ligue 1,7,0,0
Malang Sarr,25.0,France,Defender,Lens,Ligue 1,21,0,0
Mamadou Sarr,18.0,France,Defender,Strasbourg,Ligue 1,27,0,1
Martin Satriano,23.0,Uruguay,"Forward, Defender",Lens,Ligue 1,7,0,0
Téji Savanier,32.0,France,Midfielder,Montpellier,Ligue 1,31,2,5
Niklas Schmidt,26.0,Germany,Midfielder,Toulouse,Ligue 1,9,0,1
Jérémy Sebas,21.0,Martinique,"Forward, Midfielder",Strasbourg,Ligue 1,13,0,0
Alidu Seidu,24.0,Ghana,Defender,Rennes,Ligue 1,11,0,0
Hiroki Sekine,21.0,Japan,Defender,Reims,Ligue 1,15,0,0
Marvin Senaya,23.0,Togo,Defender,Strasbourg,Ligue 1,10,0,0
Djibril Sidibé,32.0,France,Defender,Toulouse,Ligue 1,28,0,3
Vincent Sierro,28.0,Switzerland,Midfielder,Toulouse,Ligue 1,29,5,1
Caio Henrique Oliveira Silva,27.0,Brazil,Defender,Monaco,Ligue 1,27,0,6
Abdallah Sima,23.0,Senegal,"Forward, Midfielder",Brest,Ligue 1,27,7,2
Moses Simon,29.0,Nigeria,"Forward, Midfielder",Nantes,Ligue 1,32,8,10
Lassine Sinayoko,24.0,Mali,"Forward, Midfielder",Auxerre,Ligue 1,34,5,8
Wilfried Singo,23.0,Côte d'Ivoire,Defender,Monaco,Ligue 1,27,1,2
Ayanda Sishuba,19.0,Belgium,Forward,Rennes,Ligue 1,1,0,0
Ibrahim Sissoko,28.0,Mali,Forward,Saint-Étienne,Ligue 1,20,3,1
Niama Sissoko,18.0,Mali,"Forward, Midfielder",Reims,Ligue 1,4,0,0
Milan Škriniar,29.0,Slovakia,Defender,Paris S-G,Ligue 1,5,0,0
Naatan Skyttä,22.0,Finland,Forward,Toulouse,Ligue 1,1,0,0
Eduard Sobol,29.0,Ukraine,Defender,Strasbourg,Ligue 1,10,0,0
Florian Sotoca,33.0,France,"Forward, Midfielder",Lens,Ligue 1,31,1,1
Issa Soumaré,23.0,Senegal,"Forward, Midfielder",Le Havre,Ligue 1,29,5,4
Saidou Sow,22.0,Guinea,Defender,Nantes,Ligue 1,9,1,0
Lucas Stassin,19.0,Belgium,Forward,Saint-Étienne,Ligue 1,28,12,4
Enzo Sternal,17.0,France,"Forward, Midfielder",Marseille,Ligue 1,2,0,0
Gabriel Suazo,26.0,Chile,Defender,Toulouse,Ligue 1,30,0,6
Abakar Sylla,21.0,Côte d'Ivoire,Defender,Strasbourg,Ligue 1,21,1,0
Issiaga Sylla,30.0,Guinea,Defender,Montpellier,Ligue 1,19,1,0
Musa Al-Taamari,27.0,Jordan,"Forward, Midfielder",Rennes,Ligue 1,11,1,0
Nicolás Tagliafico,31.0,Argentina,Defender,Lyon,Ligue 1,24,3,1
Axel Tapé,16.0,France,"Defender, Midfielder",Paris S-G,Ligue 1,2,0,0
Florian Tardieu,32.0,France,Midfielder,Saint-Étienne,Ligue 1,24,2,4
Oussama Targhalline,22.0,Morocco,Midfielder,Le Havre,Ligue 1,14,0,0
Enzo Tchato,21.0,Cameroon,Defender,Montpellier,Ligue 1,27,0,0
Arnau Tenas,23.0,Spain,Goalkeeper,Paris S-G,Ligue 1,1,0,1
Tanner Tessmann,22.0,United States,Midfielder,Lyon,Ligue 1,25,1,0
Teddy Teuma,30.0,Malta,Midfielder,Reims,Ligue 1,17,1,0
Jordan Teze,24.0,Netherlands,Defender,Monaco,Ligue 1,16,1,0
Sorba Thomas,24.0,Wales,"Forward, Midfielder",Nantes,Ligue 1,25,1,3
Adrien Thomasson,30.0,France,Midfielder,Lens,Ligue 1,33,3,7
Corentin Tolisso,29.0,France,Midfielder,Lyon,Ligue 1,32,7,4
Abdoulaye Touré,30.0,Guinea,Midfielder,Le Havre,Ligue 1,28,10,1
Birama Touré,32.0,Mali,"Midfielder, Defender",Montpellier,Ligue 1,8,0,0
Ousmane Toure,19.0,France,Defender,Lille,Ligue 1,1,0,0
Adrien Truffert,22.0,France,"Defender, Midfielder",Rennes,Ligue 1,33,2,2
Vanderson,23.0,Brazil,Defender,Monaco,Ligue 1,29,1,3
Robinio Vaz,17.0,France,Forward,Marseille,Ligue 1,2,0,0
Jordan Veretout,31.0,France,Midfielder,Lyon,Ligue 1,27,2,0
Ben Viadere,18.0,France,Midfielder,Auxerre,Ligue 1,1,0,0
Vitinha,24.0,Portugal,Midfielder,Paris S-G,Ligue 1,29,5,1
Ibrahima Wadji,29.0,Senegal,"Forward, Midfielder",Saint-Étienne,Ligue 1,10,0,0
Caleb Wiley,19.0,United States,"Defender, Midfielder",Strasbourg,Ligue 1,6,0,1
Christopher Wooh,22.0,Cameroon,Defender,Rennes,Ligue 1,20,0,0
Etienne Youte Kinkoue,22.0,France,Defender,Le Havre,Ligue 1,28,0,0
Eloge Zabi,17.0,Côte d'Ivoire,"Defender, Midfielder",Reims,Ligue 1,2,0,0
Yoram Zague,18.0,France,"Defender, Forward",Paris S-G,Ligue 1,4,0,0
Wilfried Zaha,31.0,Côte d'Ivoire,Forward,Lyon,Ligue 1,4,0,0
Warren Zaïre-Emery,18.0,France,"Midfielder, Defender",Paris S-G,Ligue 1,29,1,2
Miha Zajc,30.0,Slovenia,Midfielder,Toulouse,Ligue 1,19,0,0
Denis Zakaria,27.0,Switzerland,Midfielder,Monaco,Ligue 1,26,6,4
Anass Zaroury,23.0,Morocco,"Forward, Midfielder",Lens,Ligue 1,28,2,2
Nathan Zeze,19.0,France,Defender,Nantes,Ligue 1,18,0,0
Edon Zhegrova,25.0,Kosovo,"Forward, Midfielder",Lille,Ligue 1,12,4,1
Melvin Zinga,22.0,France,Goalkeeper,Angers,Ligue 1,1,0,0
Luc Zogbé,19.0,Côte d'Ivoire,Defender,Brest,Ligue 1,13,0,0
Aristide Zossou,19.0,Côte d'Ivoire,Midfielder,Auxerre,Ligue 1,3,0,0
Yanis Zouaoui,30.0,Algeria,"Defender, Forward",Le Havre,Ligue 1,17,0,2
Edhy Zuliani,19.0,France,Defender,Toulouse,Ligue 1,1,0,0
