Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Samuel Mbangula,20.0,Belgium,Forward,Juventus,Serie A,23,3,3
Weston McKennie,25.0,United States,"Midfielder, Defender",Juventus,Serie A,32,2,4
Scott McTominay,27.0,Scotland,Midfielder,Napoli,Serie A,34,12,4
Filippo Melegoni,25.0,Italy,"Midfielder, Forward",Genoa,Serie A,3,0,1
Alex Meret,27.0,Italy,Goalkeeper,Napoli,Serie A,34,0,0
Junior Messias,33.0,Brazil,"Midfielder, Forward",Genoa,Serie A,17,1,1
Valentin Mihaila,24.0,Romania,"Forward, Midfielder",Parma,Serie A,21,0,3
Vanja Milinković-Savić,27.0,Serbia,Goalkeeper,Torino,Serie A,37,0,0
Yerry Mina,29.0,Colombia,Defender,Cagliari,Serie A,31,1,0
Juan Miranda,24.0,Spain,Defender,Bologna,Serie A,31,0,6
Fabio Miretti,20.0,Italy,"Midfielder, Forward",Genoa,Serie A,25,3,3
Henrikh Mkhitaryan,35.0,Armenia,Midfielder,Inter,Serie A,32,1,4
Rui Modesto,24.0,Angola,"Defender, Midfielder",Udinese,Serie A,20,0,1
Lorenzo Montipò,28.0,Italy,Goalkeeper,Hellas Verona,Serie A,36,0,0
Álvaro Morata,31.0,Spain,"Forward, Midfielder",Milan,Serie A,16,5,0
Alberto Moreno,32.0,Spain,Defender,Como,Serie A,24,0,0
Matias Moreno,20.0,Argentina,Defender,Fiorentina,Serie A,4,0,0
Tete Morente,27.0,Spain,"Forward, Midfielder",Lecce,Serie A,31,3,2
Nikola Moro,26.0,Croatia,Midfielder,Bologna,Serie A,22,0,2
Daniel Mosquera,24.0,Colombia,Forward,Hellas Verona,Serie A,35,5,1
Dany Mota,26.0,Portugal,"Forward, Midfielder",Monza,Serie A,31,5,2
Bob Murphy Omoregbe,20.0,Italy,Midfielder,Milan,Serie A,1,0,0
Yunus Musah,21.0,United States,"Midfielder, Forward",Milan,Serie A,29,0,2
Kingstone Mutandwa,21.0,Zambia,"Forward, Midfielder",Cagliari,Serie A,6,0,0
Obite N'Dicka,24.0,Côte d'Ivoire,Defender,Roma,Serie A,38,0,1
Konan N'dri,23.0,Côte d'Ivoire,"Forward, Midfielder",Lecce,Serie A,11,0,0
Michel Ndary Adopo,24.0,France,Midfielder,Cagliari,Serie A,35,1,1
Cher Ndour,20.0,Italy,"Midfielder, Defender",Fiorentina,Serie A,9,0,0
Dan Ndoye,23.0,Switzerland,Forward,Bologna,Serie A,30,8,4
Victor Nelsson,25.0,Denmark,Defender,Roma,Serie A,4,0,0
David Neres,27.0,Brazil,Forward,Napoli,Serie A,28,2,4
Cyril Ngonge,24.0,Belgium,Forward,Napoli,Serie A,18,0,0
Hans Nicolussi Caviglia,24.0,Italy,Midfielder,Venezia,Serie A,35,4,2
Oliver Nielsen,21.0,Denmark,Defender,Lazio,Serie A,2,0,0
Eybi Nije,19.0,Sweden,"Forward, Midfielder",Torino,Serie A,16,1,0
Brooke Norton-Cuffy,20.0,England,"Defender, Forward",Genoa,Serie A,14,0,0
Tijjani Noslin,25.0,Netherlands,"Forward, Midfielder",Lazio,Serie A,30,2,2
Adam Obert,21.0,Slovakia,Defender,Cagliari,Serie A,21,1,1
Jens Odgaard,25.0,Denmark,"Midfielder, Forward",Bologna,Serie A,29,6,1
Noah Okafor,24.0,Switzerland,"Forward, Midfielder",Napoli,Serie A,4,0,0
Yllan Okou,21.0,France,Defender,Hellas Verona,Serie A,1,0,0
Maduka Okoye,24.0,Nigeria,Goalkeeper,Udinese,Serie A,25,0,0
Mathías Olivera,26.0,Uruguay,Defender,Napoli,Serie A,32,0,2
Jean Onana,24.0,Cameroon,Midfielder,Genoa,Serie A,9,0,0
Jacob Ondrejka,21.0,Sweden,"Midfielder, Forward",Parma,Serie A,12,5,0
Gaetano Oristanio,21.0,Italy,"Forward, Midfielder",Venezia,Serie A,37,3,3
Riccardo Orsolini,27.0,Italy,Forward,Bologna,Serie A,30,15,4
Yordan Osorio,30.0,"Venezuela, Bolivarian Republic of",Defender,Parma,Serie A,3,0,0
Sebastian Otoa,20.0,Denmark,Defender,Genoa,Serie A,3,0,0
Remi Oudin,27.0,France,"Midfielder, Forward",Lecce,Serie A,11,0,0
Cheick Oumar Conde,24.0,Guinea,Midfielder,Venezia,Serie A,9,0,0
Daniel Oyegoke,21.0,England,Defender,Hellas Verona,Serie A,5,0,0
Daniele Padelli,38.0,Italy,Goalkeeper,Udinese,Serie A,1,0,0
Simone Pafundi,18.0,Italy,"Midfielder, Defender",Udinese,Serie A,9,0,0
Tomás Palacios,21.0,Argentina,Defender,Inter,Serie A,2,0,0
Alberto Paleari,31.0,Italy,Goalkeeper,Torino,Serie A,1,0,0
Marco Palestra,19.0,Italy,Defender,Atalanta,Serie A,9,0,0
Matteo Palma,16.0,Germany,Defender,Udinese,Serie A,1,0,0
Leandro Paredes,30.0,Argentina,Midfielder,Roma,Serie A,22,3,1
Fabiano Parisi,23.0,Italy,"Defender, Midfielder",Fiorentina,Serie A,26,2,0
Mario Pašalić,29.0,Croatia,Midfielder,Atalanta,Serie A,34,3,4
Patric,31.0,Spain,Defender,Lazio,Serie A,10,1,0
Rui Patrício,36.0,Portugal,Goalkeeper,Atalanta,Serie A,3,0,0
Benjamin Pavard,28.0,France,Defender,Inter,Serie A,23,0,1
Strahinja Pavlović,23.0,Serbia,Defender,Milan,Serie A,24,2,1
Leonardo Pavoletti,35.0,Italy,"Forward, Midfielder",Cagliari,Serie A,26,2,0
Martín Payero,25.0,Argentina,Midfielder,Udinese,Serie A,25,1,1
Nicolás Paz,19.0,Argentina,"Midfielder, Forward",Como,Serie A,35,6,8
Marcus Pedersen,24.0,Norway,Defender,Torino,Serie A,29,0,0
Pedro,37.0,Spain,"Forward, Midfielder",Lazio,Serie A,30,10,1
Pietro Pellegri,23.0,Italy,Forward,Empoli,Serie A,11,3,0
Lorenzo Pellegrini,28.0,Italy,Midfielder,Roma,Serie A,25,2,1
Luca Pellegrini,25.0,Italy,Defender,Lazio,Serie A,22,0,4
Mateo Pellegrino,23.0,Argentina,Forward,Parma,Serie A,13,3,1
Sergiu Perciun,18.0,"Moldova, Republic of","Forward, Midfielder",Torino,Serie A,5,0,0
Pedro Pereira,26.0,Portugal,Defender,Monza,Serie A,35,1,3
Gastón Pereiro,29.0,Uruguay,Midfielder,Genoa,Serie A,2,0,0
Nehuén Pérez,24.0,Argentina,Defender,Udinese,Serie A,2,0,0
Simone Perilli,29.0,Italy,Goalkeeper,Hellas Verona,Serie A,2,0,0
Mattia Perin,31.0,Italy,Goalkeeper,Juventus,Serie A,5,0,0
Máximo Perrone,21.0,Argentina,Midfielder,Como,Serie A,26,0,3
Matteo Pessina,27.0,Italy,Midfielder,Monza,Serie A,11,0,0
Andrea Petagna,29.0,Italy,Forward,Monza,Serie A,13,0,0
Giuseppe Pezzella,26.0,Italy,"Defender, Forward",Empoli,Serie A,35,0,3
Roberto Piccoli,23.0,Italy,Forward,Cagliari,Serie A,37,10,1
Nicholas Pierini,25.0,Italy,Midfielder,Venezia,Serie A,2,0,0
Santiago Pierotti,23.0,Argentina,Forward,Lecce,Serie A,36,4,2
Balthazar Pierret,24.0,France,Midfielder,Lecce,Serie A,30,0,0
Andrea Pinamonti,25.0,Italy,Forward,Genoa,Serie A,36,10,1
Nicola Pintus,19.0,Italy,Defender,Cagliari,Serie A,1,0,0
Niccolò Pisilli,19.0,Italy,Midfielder,Roma,Serie A,28,2,1
Damián Pizarro,19.0,Chile,"Forward, Midfielder",Udinese,Serie A,2,0,0
Semuel Pizzignacco,22.0,Italy,Goalkeeper,Monza,Serie A,9,0,0
Tommaso Pobega,25.0,Italy,Midfielder,Bologna,Serie A,21,2,2
Joel Pohjanpalo,29.0,Finland,Forward,Venezia,Serie A,20,6,0
Matteo Politano,30.0,Italy,"Forward, Midfielder",Napoli,Serie A,37,3,4
Marin Pongračić,26.0,Croatia,Defender,Fiorentina,Serie A,20,0,0
Stefan Posch,27.0,Austria,Defender,Atalanta,Serie A,5,0,0
Matteo Prati,20.0,Italy,Midfielder,Cagliari,Serie A,12,0,0
Ivan Provedel,30.0,Italy,Goalkeeper,Lazio,Serie A,29,0,0
Diego Pugno,18.0,Italy,Forward,Juventus,Serie A,1,0,0
Christian Pulisic,25.0,United States,"Forward, Midfielder",Milan,Serie A,34,11,9
Ionuț Radu,27.0,Romania,Goalkeeper,Venezia,Serie A,15,0,0
Hamza Rafia,25.0,Tunisia,Midfielder,Lecce,Serie A,18,0,0
Antonio Raimondo,20.0,Italy,"Forward, Defender",Venezia,Serie A,9,0,0
Ylber Ramadani,28.0,Albania,Midfielder,Lecce,Serie A,29,1,1
Luca Ranieri,25.0,Italy,Defender,Fiorentina,Serie A,36,1,3
Giacomo Raspadori,24.0,Italy,"Forward, Midfielder",Napoli,Serie A,26,6,1
Federico Ravaglia,24.0,Italy,Goalkeeper,Bologna,Serie A,12,0,0
Ante Rebić,30.0,Croatia,"Forward, Midfielder",Lecce,Serie A,27,1,0
Tijjani Reijnders,26.0,Netherlands,Midfielder,Milan,Serie A,37,10,4
Pepe Reina,41.0,Spain,Goalkeeper,Como,Serie A,12,0,0
Devyne Rensch,21.0,Netherlands,Defender,Roma,Serie A,14,0,1
Mateo Retegui,25.0,Italy,Forward,Atalanta,Serie A,36,25,8
Samuele Ricci,22.0,Italy,Midfielder,Torino,Serie A,34,1,1
Amir Richardson,22.0,Morocco,Midfielder,Fiorentina,Serie A,27,1,1
Sergi Roberto,32.0,Spain,Midfielder,Como,Serie A,13,0,1
Alessio Romagnoli,29.0,Italy,Defender,Lazio,Serie A,32,2,0
Marten de Roon,33.0,Netherlands,"Midfielder, Defender",Atalanta,Serie A,36,4,4
Jonas Rouhi,20.0,Sweden,Defender,Juventus,Serie A,5,0,0
Nicolò Rovella,22.0,Italy,Midfielder,Lazio,Serie A,33,0,3
Amir Rrahmani,30.0,Kosovo,Defender,Napoli,Serie A,38,1,3
Tommaso Rubino,17.0,Italy,Midfielder,Fiorentina,Serie A,1,0,0
Matteo Ruggeri,22.0,Italy,Defender,Atalanta,Serie A,30,0,3
Stefano Sabelli,31.0,Italy,Defender,Genoa,Serie A,34,0,2
Alexis Saelemaekers,25.0,Belgium,"Defender, Forward",Milan,Serie A,1,0,0
Richie Sagrado,20.0,Belgium,Defender,Venezia,Serie A,3,0,0
Marco Sala,25.0,Italy,Defender,Lecce,Serie A,2,0,0
Anass Salah-Eddine,22.0,Netherlands,Defender,Roma,Serie A,3,0,1
Lazar Samardzic,22.0,Serbia,Midfielder,Atalanta,Serie A,31,2,1
Junior Sambia,27.0,France,"Defender, Forward",Empoli,Serie A,17,0,0
Antonio Sanabria,28.0,Paraguay,Forward,Torino,Serie A,26,2,1
Alexis Sánchez,35.0,Chile,Forward,Udinese,Serie A,13,0,0
Nicola Sansone,32.0,Italy,"Midfielder, Forward",Lecce,Serie A,5,0,0
Amin Sarr,23.0,Sweden,Forward,Hellas Verona,Serie A,32,4,1
Razvan Sava,22.0,Romania,Goalkeeper,Udinese,Serie A,12,0,0
Nicolò Savona,21.0,Italy,Defender,Juventus,Serie A,28,2,1
Saba Sazonov,22.0,Georgia,Defender,Torino,Serie A,1,0,0
Giorgio Scalvini,20.0,Italy,Defender,Atalanta,Serie A,6,0,0
Gianluca Scamacca,25.0,Italy,Forward,Atalanta,Serie A,1,0,0
Joël Schingtienne,21.0,Belgium,Defender,Venezia,Serie A,16,0,0
Simone Scuffet,28.0,Italy,Goalkeeper,Napoli,Serie A,1,0,0
Jacopo Seghetti,19.0,Italy,Goalkeeper,Empoli,Serie A,1,0,0
Stefano Sensi,28.0,Italy,Midfielder,Monza,Serie A,12,1,0
Suat Serdar,27.0,Germany,Midfielder,Hellas Verona,Serie A,22,2,1
Stephan El Shaarawy,31.0,Italy,"Defender, Midfielder",Roma,Serie A,31,3,4
Alen Sherri,26.0,Albania,Goalkeeper,Cagliari,Serie A,7,0,0
Eldor Shomurodov,29.0,Uzbekistan,"Forward, Midfielder",Roma,Serie A,27,4,4
Benjamin Siegrist,32.0,Switzerland,Goalkeeper,Genoa,Serie A,2,0,0
Marco Silvestri,33.0,Italy,Goalkeeper,Empoli,Serie A,5,0,0
Giovanni Simeone,29.0,Argentina,Forward,Napoli,Serie A,30,1,1
Łukasz Skorupski,33.0,Poland,Goalkeeper,Bologna,Serie A,27,0,0
Ivan Smolčić,23.0,Croatia,Defender,Como,Serie A,9,0,0
Simon Sohm,23.0,Switzerland,Midfielder,Parma,Serie A,37,4,0
Ola Solbakken,25.0,Norway,"Midfielder, Forward",Empoli,Serie A,21,0,0
Oumar Solet,24.0,France,Defender,Udinese,Serie A,19,1,2
Daniele Sommariva,27.0,Italy,Goalkeeper,Genoa,Serie A,1,0,0
Yann Sommer,35.0,Switzerland,Goalkeeper,Inter,Serie A,33,0,0
Borna Sosa,26.0,Croatia,Defender,Torino,Serie A,19,0,0
Riccardo Sottil,25.0,Italy,"Forward, Midfielder",Milan,Serie A,6,0,0
Matìas Soulé,21.0,Argentina,"Midfielder, Defender",Roma,Serie A,27,5,5
Leonardo Spinazzola,31.0,Italy,"Defender, Forward",Napoli,Serie A,27,1,1
Marco Sportiello,32.0,Italy,Goalkeeper,Milan,Serie A,2,0,0
Filip Stankovic,22.0,Serbia,Goalkeeper,Venezia,Serie A,16,0,0
Petar Stojanović,28.0,Slovenia,Midfielder,Empoli,Serie A,1,0,0
Gabriel Strefezza,27.0,Brazil,"Forward, Midfielder",Como,Serie A,37,6,4
Ibrahim Sulemana,21.0,Ghana,Midfielder,Atalanta,Serie A,9,2,0
Tomáš Suslov,22.0,Slovakia,"Midfielder, Forward",Hellas Verona,Serie A,31,0,1
Zion Suzuki,21.0,Japan,Goalkeeper,Parma,Serie A,37,0,0
Marin Šverko,26.0,Croatia,Defender,Venezia,Serie A,16,1,0
Mile Svilar,24.0,Serbia,Goalkeeper,Roma,Serie A,38,0,0
Michael Svoboda,25.0,Austria,Defender,Venezia,Serie A,16,1,0
Adrien Tameze,30.0,Cameroon,"Midfielder, Defender",Torino,Serie A,20,0,0
Mehdi Taremi,32.0,"Iran, Islamic Republic of",Forward,Inter,Serie A,26,1,2
Nuno Tavares,24.0,Portugal,Defender,Lazio,Serie A,23,0,8
Loum Tchaouna,20.0,France,"Forward, Midfielder",Lazio,Serie A,24,1,0
Jackson Tchatchoua,22.0,Cameroon,"Defender, Midfielder",Hellas Verona,Serie A,36,2,3
Casper Tengstedt,24.0,Denmark,Forward,Hellas Verona,Serie A,25,6,1
Filippo Terracciano,21.0,Italy,"Defender, Midfielder",Milan,Serie A,13,0,0
Pietro Terracciano,34.0,Italy,Goalkeeper,Fiorentina,Serie A,3,0,0
Florian Thauvin,31.0,France,"Forward, Midfielder",Udinese,Serie A,25,8,3
Malick Thiaw,22.0,Germany,Defender,Milan,Serie A,22,0,0
Morten Thorsby,28.0,Norway,"Midfielder, Forward",Genoa,Serie A,30,0,1
Khéphren Thuram,23.0,France,Midfielder,Juventus,Serie A,35,4,5
Marcus Thuram,26.0,France,Forward,Inter,Serie A,32,14,4
Cheikh Tidiane Niasse,24.0,Senegal,Midfielder,Hellas Verona,Serie A,11,0,0
Rafael Tolói,33.0,Italy,Defender,Atalanta,Serie A,11,0,0
Fikayo Tomori,26.0,England,Defender,Milan,Serie A,22,0,1
Luka Topalović,18.0,Slovenia,Midfielder,Inter,Serie A,1,0,0
Lorenzo Tosto,18.0,Italy,Defender,Empoli,Serie A,1,0,0
Souleymane Touré,21.0,France,Defender,Udinese,Serie A,12,1,0
Stefano Turati,22.0,Italy,Goalkeeper,Monza,Serie A,30,0,0
Kacper Urbanski,19.0,Poland,Midfielder,Monza,Serie A,8,0,0
Lautaro Valenti,25.0,Argentina,Defender,Parma,Serie A,20,1,0
Nicolás Valentini,23.0,Argentina,Defender,Hellas Verona,Serie A,14,0,0
Emanuele Valeri,25.0,Italy,Defender,Parma,Serie A,35,2,6
Álex Valle,20.0,Spain,Defender,Como,Serie A,15,0,0
Mattia Valoti,30.0,Italy,Midfielder,Monza,Serie A,5,0,0
Ignace Van Der Brempt,22.0,Belgium,Defender,Como,Serie A,20,0,1
Devis Vásquez,26.0,Colombia,Goalkeeper,Empoli,Serie A,32,0,0
Johan Vásquez,25.0,Mexico,Defender,Genoa,Serie A,36,3,0
Matías Vecino,32.0,Uruguay,Midfielder,Lazio,Serie A,20,2,3
Danilo Veiga,21.0,Portugal,Defender,Lecce,Serie A,13,0,0
Renato Veiga,21.0,Portugal,Defender,Juventus,Serie A,13,0,1
Lorenzo Venturino,18.0,Italy,"Forward, Midfielder",Genoa,Serie A,6,2,0
Simone Verdi,32.0,Italy,"Midfielder, Forward",Como,Serie A,9,0,0
Samuele Vignato,20.0,Italy,Midfielder,Monza,Serie A,17,0,0
Nicolas Viola,34.0,Italy,"Forward, Midfielder",Cagliari,Serie A,27,3,1
Mattia Viti,22.0,Italy,Defender,Empoli,Serie A,30,1,0
Dušan Vlahović,24.0,Serbia,Forward,Juventus,Serie A,29,10,4
Vanja Vlahović,20.0,Serbia,"Forward, Midfielder",Atalanta,Serie A,3,0,0
Nikola Vlašić,26.0,Croatia,"Midfielder, Forward",Torino,Serie A,30,5,4
Alessandro Vogliacco,25.0,Italy,Defender,Parma,Serie A,10,0,0
Mërgim Vojvoda,29.0,Kosovo,Defender,Como,Serie A,11,1,2
Stefan de Vrij,32.0,Netherlands,Defender,Inter,Serie A,26,3,0
Kyle Walker,34.0,England,Defender,Milan,Serie A,11,0,0
Sebastian Walukiewicz,24.0,Poland,Defender,Empoli,Serie A,2,0,0
Timothy Weah,24.0,United States,"Defender, Forward",Juventus,Serie A,30,5,2
Mateusz Wieteska,27.0,Poland,Defender,Cagliari,Serie A,5,0,0
John Yeboah,24.0,Ecuador,"Forward, Midfielder",Venezia,Serie A,33,1,1
Kenan Yıldız,19.0,Türkiye,"Forward, Midfielder",Juventus,Serie A,35,7,4
Mattia Zaccagni,29.0,Italy,Forward,Lazio,Serie A,34,8,6
Nicola Zalewski,22.0,Poland,"Defender, Midfielder",Inter,Serie A,11,1,1
Andre-Frank Zambo Anguissa,28.0,Cameroon,Midfielder,Napoli,Serie A,35,6,4
Francesco Zampano,30.0,Italy,Defender,Venezia,Serie A,24,1,2
Nicolò Zaniolo,25.0,Italy,"Forward, Midfielder",Atalanta,Serie A,14,2,2
Alessandro Zanoli,23.0,Italy,"Forward, Defender",Genoa,Serie A,31,1,0
Duván Zapata,33.0,Colombia,Forward,Torino,Serie A,7,3,0
Gabriele Zappa,24.0,Italy,Defender,Cagliari,Serie A,37,2,0
Davide Zappacosta,32.0,Italy,Defender,Atalanta,Serie A,30,4,2
Oier Zarraga,25.0,Spain,Midfielder,Udinese,Serie A,22,1,0
Jordan Zemura,24.0,Zimbabwe,Defender,Udinese,Serie A,23,1,2
Alessio Zerbin,25.0,Italy,"Forward, Defender",Napoli,Serie A,2,0,0
Kevin Zeroli,19.0,Italy,Midfielder,Milan,Serie A,1,0,0
Piotr Zieliński,30.0,Poland,Midfielder,Inter,Serie A,26,2,2
Nadir Zortea,25.0,Italy,"Defender, Midfielder",Cagliari,Serie A,35,6,2
Szymon Żurkowski,26.0,Poland,Midfielder,Empoli,Serie A,5,0,0
Milan Đurić,34.0,Bosnia and Herzegovina,Forward,Parma,Serie A,9,1,0
