Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Borja Mayoral,27.0,Spain,Forward,Getafe,La Liga,24,5,1
Kylian Mbappé,25.0,France,Forward,Real Madrid,La Liga,34,31,3
Oliver McBurnie,28.0,Scotland,Forward,Las Palmas,La Liga,34,3,6
Scott McKenna,27.0,Scotland,Defender,Las Palmas,La Liga,29,0,0
Mateo Mejía,21.0,Spain,Forward,Sevilla,La Liga,1,0,0
Arthur Melo,27.0,Brazil,Midfielder,Girona,La Liga,15,0,0
Brais Méndez,27.0,Spain,Midfielder,Real Sociedad,La Liga,27,3,2
Ferland Mendy,29.0,France,Defender,Real Madrid,La Liga,14,0,1
Nobel Mendy,19.0,France,Defender,Betis,La Liga,2,0,0
Víctor Meseguer,25.0,Spain,Midfielder,Valladolid,La Liga,14,0,0
Miguel,24.0,Spain,Forward,Leganés,La Liga,34,1,3
Éder Militão,26.0,Brazil,Defender,Real Madrid,La Liga,12,1,1
Luis Milla,29.0,Spain,Midfielder,Getafe,La Liga,33,1,4
Pere Milla,31.0,Spain,"Midfielder, Forward",Espanyol,La Liga,20,3,0
Óscar Mingueza,25.0,Spain,"Midfielder, Defender",Celta Vigo,La Liga,34,4,6
Kim Minsu,18.0,"Korea, Republic of","Midfielder, Forward",Girona,La Liga,3,0,0
Bojan Miovski,25.0,North Macedonia,Forward,Girona,La Liga,17,2,1
Rafa Mir,27.0,Spain,"Forward, Midfielder",Valencia,La Liga,20,1,2
Luka Modrić,38.0,Croatia,Midfielder,Real Madrid,La Liga,35,2,6
Johan Mojica,31.0,Colombia,Defender,Mallorca,La Liga,36,1,2
Alberto Moleiro,20.0,Spain,"Forward, Midfielder",Las Palmas,La Liga,35,6,1
Nahuel Molina,26.0,Argentina,Defender,Atlético Madrid,La Liga,30,0,3
Jon Moncayola,26.0,Spain,Midfielder,Osasuna,La Liga,32,0,0
Gonzalo Montiel,27.0,Argentina,"Defender, Midfielder",Sevilla,La Liga,6,0,0
Gerard Moreno,32.0,Spain,Forward,Villarreal,La Liga,17,3,2
Xavier Moreno,19.0,Spain,Forward,Valladolid,La Liga,1,0,0
Mateu Morey,24.0,Spain,Defender,Mallorca,La Liga,16,0,0
Ilaix Moriba,21.0,Guinea,Midfielder,Celta Vigo,La Liga,33,1,1
Manu Morlanes,25.0,Spain,Midfielder,Mallorca,La Liga,23,0,0
Raúl Moro,21.0,Spain,"Midfielder, Forward",Valladolid,La Liga,33,4,5
Cristhian Mosquera,20.0,Spain,Defender,Valencia,La Liga,37,1,0
Santiago Mouriño,22.0,Uruguay,Defender,Alavés,La Liga,25,0,1
Abdul Mumin,26.0,Ghana,Defender,Rayo Vallecano,La Liga,24,2,1
Aihen Muñoz,26.0,Spain,Defender,Real Sociedad,La Liga,21,0,0
Álex Muñoz,30.0,Spain,Defender,Las Palmas,La Liga,21,3,0
Iker Muñoz,21.0,Spain,Midfielder,Osasuna,La Liga,23,0,1
Javier Muñoz,29.0,Spain,"Midfielder, Defender",Las Palmas,La Liga,35,1,3
Víctor Muñoz,21.0,Spain,"Forward, Defender",Real Madrid,La Liga,2,0,0
Vedat Muriqi,30.0,Kosovo,Forward,Mallorca,La Liga,29,7,2
Juan Musso,30.0,Argentina,Goalkeeper,Atlético Madrid,La Liga,2,0,0
Matija Nastasić,31.0,Serbia,Defender,Leganés,La Liga,26,1,0
Natan,23.0,Brazil,Defender,Betis,La Liga,31,1,1
Pau Navarro,19.0,Spain,Defender,Villarreal,La Liga,17,0,0
Roberto Navarro,22.0,Spain,"Midfielder, Forward",Mallorca,La Liga,23,1,0
Jesús Navas,38.0,Spain,"Forward, Midfielder",Sevilla,La Liga,15,1,0
Yvan Neyou,27.0,Cameroon,Midfielder,Leganés,La Liga,30,1,1
Tanguy Nianzou,22.0,France,Defender,Sevilla,La Liga,6,0,0
Saúl Ñíguez,29.0,Spain,Midfielder,Sevilla,La Liga,24,1,6
Tamás Nikitscher,24.0,Hungary,"Midfielder, Defender",Valladolid,La Liga,13,0,0
Adrian Niño,20.0,Spain,Forward,Atlético Madrid,La Liga,1,0,0
Hugo Novoa,21.0,Spain,"Defender, Midfielder",Alavés,La Liga,5,0,0
Randy Nteka,26.0,Angola,Forward,Rayo Vallecano,La Liga,24,3,0
Unai Núñez,27.0,Spain,Defender,Athletic Club,La Liga,10,0,0
Ørjan Nyland,33.0,Norway,Goalkeeper,Sevilla,La Liga,30,0,0
Allan Nyom,36.0,Cameroon,"Defender, Midfielder",Getafe,La Liga,20,1,2
Jan Oblak,31.0,Slovenia,Goalkeeper,Atlético Madrid,La Liga,36,0,0
Lucas Ocampos,30.0,Argentina,Forward,Sevilla,La Liga,2,0,1
Álvaro Odriozola,28.0,Spain,Defender,Real Sociedad,La Liga,2,0,0
Thiago Ojeda,21.0,Argentina,Midfielder,Villarreal,La Liga,1,0,0
Aingeru Olabarrieta,18.0,Spain,Forward,Athletic Club,La Liga,1,0,0
Olasagasti,23.0,Spain,Midfielder,Real Sociedad,La Liga,22,1,1
Brian Oliván,30.0,Spain,Defender,Espanyol,La Liga,17,0,1
Lucas Oliveira Rosa,24.0,Brazil,Defender,Valladolid,La Liga,21,0,1
Dani Olmo,26.0,Spain,"Midfielder, Forward",Barcelona,La Liga,25,10,3
Aimar Oroz,22.0,Spain,Midfielder,Osasuna,La Liga,37,5,4
Ángel Ortíz,20.0,Spain,Defender,Betis,La Liga,5,0,1
Gabriel Osei Misehouy,19.0,Netherlands,"Forward, Midfielder",Girona,La Liga,9,1,0
David Otorbi,16.0,Spain,Midfielder,Valencia,La Liga,1,0,0
Jesús Owono,23.0,Equatorial Guinea,Goalkeeper,Alavés,La Liga,6,0,0
Mikel Oyarzabal,27.0,Spain,Forward,Real Sociedad,La Liga,35,9,3
Cenk Özkacar,23.0,Türkiye,Defender,Valladolid,La Liga,11,0,0
Jon Pacheco,23.0,Spain,Defender,Real Sociedad,La Liga,14,0,0
Alex Padilla,20.0,Spain,Goalkeeper,Athletic Club,La Liga,5,0,0
Isaac Palazón Camacho,29.0,Spain,"Midfielder, Forward",Rayo Vallecano,La Liga,35,4,4
Aitor Paredes,24.0,Spain,Defender,Athletic Club,La Liga,23,3,0
Daniel Parejo,35.0,Spain,Midfielder,Villarreal,La Liga,36,3,3
Iago Parente,18.0,Spain,Defender,Valladolid,La Liga,1,0,0
Álvaro Pascual,22.0,Spain,Forward,Sevilla,La Liga,8,1,0
Alfonso Pedraza,28.0,Spain,"Defender, Midfielder",Villarreal,La Liga,12,0,2
Pedri,21.0,Spain,Midfielder,Barcelona,La Liga,37,4,5
Adrià Pedrosa,26.0,Spain,Defender,Sevilla,La Liga,31,1,1
Pejiño,28.0,Spain,Forward,Las Palmas,La Liga,1,0,0
Andy Pelmard,24.0,France,Defender,Las Palmas,La Liga,4,0,0
Iñaki Peña,25.0,Spain,Goalkeeper,Barcelona,La Liga,16,0,0
Rubén Peña,33.0,Spain,"Forward, Defender",Osasuna,La Liga,25,0,0
Nicolas Pépé,29.0,Côte d'Ivoire,"Forward, Midfielder",Villarreal,La Liga,28,3,6
Peque,21.0,Spain,"Midfielder, Forward",Sevilla,La Liga,26,1,1
Ayoze Pérez,31.0,Spain,Forward,Villarreal,La Liga,30,19,2
Carles Pérez,26.0,Spain,"Midfielder, Forward",Getafe,La Liga,27,3,0
Francisco Perez,21.0,Spain,"Forward, Midfielder",Valencia,La Liga,26,0,0
Kike Pérez,27.0,Spain,Midfielder,Valladolid,La Liga,19,2,0
Luis Pérez,29.0,Spain,Defender,Valladolid,La Liga,30,0,0
Romain Perraud,26.0,France,Defender,Betis,La Liga,28,2,2
Valentín Pezzolesi,17.0,Spain,Defender,Las Palmas,La Liga,1,0,0
Pica,22.0,Spain,Defender,Alavés,La Liga,9,0,0
Yeremi Pino,21.0,Spain,"Midfielder, Forward",Villarreal,La Liga,34,4,7
Portu,32.0,Spain,"Forward, Midfielder",Girona,La Liga,27,1,2
Beñat Prados,23.0,Spain,Midfielder,Athletic Club,La Liga,30,1,0
Abdón Prats,31.0,Spain,"Forward, Midfielder",Mallorca,La Liga,24,2,0
Javi Puado,26.0,Spain,"Forward, Midfielder",Espanyol,La Liga,35,12,4
Dani Raba,28.0,Spain,"Forward, Midfielder",Leganés,La Liga,29,8,6
Arnau Rafús,21.0,Spain,Goalkeeper,Valladolid,La Liga,1,0,0
Antonio Raillo,32.0,Spain,Defender,Mallorca,La Liga,36,2,0
Benito Ramírez,29.0,Spain,"Defender, Forward",Las Palmas,La Liga,19,0,0
Sandro Ramírez,29.0,Spain,"Forward, Midfielder",Las Palmas,La Liga,31,9,3
Jacobo Ramón,19.0,Spain,Defender,Real Madrid,La Liga,3,1,0
Raphinha,27.0,Brazil,"Forward, Midfielder",Barcelona,La Liga,36,18,9
Andrei Ratiu,26.0,Romania,Defender,Rayo Vallecano,La Liga,35,2,3
Raúl,23.0,Spain,"Forward, Midfielder",Osasuna,La Liga,32,4,0
Abderrahman Rebbach,25.0,Algeria,"Forward, Midfielder",Alavés,La Liga,8,0,0
Álex Remiro,29.0,Spain,Goalkeeper,Real Sociedad,La Liga,36,0,0
Daniel Requena,20.0,Spain,Midfielder,Villarreal,La Liga,1,0,0
Diego Rico,31.0,Spain,Defender,Getafe,La Liga,33,0,3
Luis Rioja,30.0,Spain,"Midfielder, Forward",Valencia,La Liga,36,5,3
Rodrigo Riquelme,24.0,Spain,"Midfielder, Defender",Atlético Madrid,La Liga,16,0,1
Alberto Risco,18.0,Spain,"Midfielder, Forward",Getafe,La Liga,5,0,0
Mihailo Ristić,28.0,Serbia,"Defender, Midfielder",Celta Vigo,La Liga,10,0,1
Gorka Rivera Alonso,19.0,Spain,"Defender, Midfielder",Getafe,La Liga,1,0,0
Marc Roca,27.0,Spain,Midfielder,Betis,La Liga,14,2,2
Rodri,24.0,Spain,Forward,Betis,La Liga,3,0,0
Adrian Rodriguez,23.0,Spain,Goalkeeper,Alavés,La Liga,2,0,0
Álvaro Rodríguez,20.0,Uruguay,Forward,Getafe,La Liga,22,2,0
Óscar Rodríguez Arnaiz,26.0,Spain,"Midfielder, Forward",Leganés,La Liga,29,1,4
Arturo Rodríguez,17.0,Spain,Forward,Las Palmas,La Liga,1,0,0
Damián Rodríguez,21.0,Spain,Midfielder,Celta Vigo,La Liga,17,0,0
Dani Rodríguez,36.0,Spain,"Midfielder, Forward",Mallorca,La Liga,37,4,7
Daniel Rodriguez,18.0,Spain,Forward,Barcelona,La Liga,1,0,0
James Rodríguez,33.0,Colombia,"Midfielder, Forward",Rayo Vallecano,La Liga,6,0,0
Javi Rodríguez,21.0,Spain,Defender,Celta Vigo,La Liga,36,3,2
Jesus Rodríguez,18.0,Spain,Forward,Betis,La Liga,21,2,0
Kirian Rodríguez,28.0,Spain,Midfielder,Las Palmas,La Liga,21,0,3
Ricardo Rodríguez,31.0,Switzerland,Defender,Betis,La Liga,18,0,1
Rodrygo,23.0,Brazil,"Forward, Midfielder",Real Madrid,La Liga,30,6,5
Leo Román,24.0,Spain,Goalkeeper,Mallorca,La Liga,7,0,0
Carlos Romero,22.0,Spain,Defender,Espanyol,La Liga,34,2,1
Isaac Romero,24.0,Spain,Forward,Sevilla,La Liga,31,4,2
Luka Romero,19.0,Argentina,"Forward, Midfielder",Alavés,La Liga,6,0,0
Oriol Romeu,32.0,Spain,Midfielder,Girona,La Liga,25,0,0
Vitor Roque,19.0,Brazil,Forward,Betis,La Liga,22,4,0
Valentin Rosier,27.0,France,Defender,Leganés,La Liga,32,1,2
Antonio Rüdiger,31.0,Germany,Defender,Real Madrid,La Liga,29,0,0
Aitor Ruibal,28.0,Spain,"Defender, Forward",Betis,La Liga,29,1,3
Abel Ruiz,24.0,Spain,Forward,Girona,La Liga,23,4,0
Ferrán Ruiz,21.0,Spain,Midfielder,Girona,La Liga,1,0,0
Youssouf Sabaly,31.0,Senegal,Defender,Betis,La Liga,22,0,1
Umar Sadiq,27.0,Nigeria,Forward,Real Sociedad,La Liga,7,0,0
Jorge Sáenz,27.0,Spain,Defender,Leganés,La Liga,23,1,0
Jan Salas,18.0,Spain,"Midfielder, Forward",Mallorca,La Liga,4,0,0
Kike Salas,22.0,Spain,Defender,Sevilla,La Liga,31,3,2
Albert Sambi Lokonga,24.0,Belgium,Midfielder,Sevilla,La Liga,22,0,2
Chuky san jose,20.0,Spain,Midfielder,Valladolid,La Liga,18,2,0
Oihan Sancet,24.0,Spain,Midfielder,Athletic Club,La Liga,29,15,1
Antonio Sánchez,27.0,Spain,"Midfielder, Defender",Mallorca,La Liga,33,0,0
Iván Sánchez,31.0,Spain,"Midfielder, Forward",Valladolid,La Liga,32,2,1
Javi Sánchez,27.0,Spain,Defender,Valladolid,La Liga,25,2,0
Juanlu Sánchez,20.0,Spain,"Midfielder, Defender",Sevilla,La Liga,32,4,4
Manu Sánchez,23.0,Spain,Defender,Alavés,La Liga,33,1,0
Maroan Sannadi,23.0,Spain,Forward,Athletic Club,La Liga,16,1,1
Jesús Santiago,20.0,Spain,Midfielder,Getafe,La Liga,19,0,0
Aleksandar Sedlar,32.0,Serbia,Defender,Alavés,La Liga,9,0,0
Sergi,32.0,Spain,Defender,Leganés,La Liga,36,2,0
Nicolás Serrano,21.0,Spain,Forward,Athletic Club,La Liga,4,0,0
Fábio Silva,22.0,Portugal,Forward,Las Palmas,La Liga,24,10,3
Rui Silva,30.0,Portugal,Goalkeeper,Betis,La Liga,15,0,0
Giuliano Simeone,21.0,Argentina,Midfielder,Atlético Madrid,La Liga,33,2,6
Unai Simón,27.0,Spain,Goalkeeper,Athletic Club,La Liga,21,0,0
Daley Sinkgraven,29.0,Netherlands,Defender,Las Palmas,La Liga,2,0,0
Jailson Siqueira,28.0,Brazil,"Defender, Midfielder",Celta Vigo,La Liga,13,0,0
Antonio Sivera,27.0,Spain,Goalkeeper,Alavés,La Liga,32,0,0
Justin Smith,21.0,Canada,Midfielder,Espanyol,La Liga,5,0,0
Alex Sola,25.0,Spain,"Midfielder, Forward",Getafe,La Liga,19,0,1
Arnau Solà,21.0,Spain,Midfielder,Villarreal,La Liga,1,0,0
Jhon Solis,19.0,Colombia,Midfielder,Girona,La Liga,19,1,0
David Soria,31.0,Spain,Goalkeeper,Getafe,La Liga,38,0,0
Juan Soriano,26.0,Spain,Goalkeeper,Leganés,La Liga,6,0,0
Hugo Sotelo,20.0,Spain,Midfielder,Celta Vigo,La Liga,24,0,0
Djibril Sow,27.0,Switzerland,Midfielder,Sevilla,La Liga,30,2,1
Carl Starfelt,29.0,Sweden,Defender,Celta Vigo,La Liga,28,1,0
Orri Steinn Óskarsson,19.0,Iceland,Forward,Real Sociedad,La Liga,23,3,0
Stoichkov,30.0,Spain,"Midfielder, Forward",Alavés,La Liga,16,0,1
Cristhian Stuani,37.0,Uruguay,Forward,Girona,La Liga,32,11,2
Álex Suárez,31.0,Spain,Defender,Las Palmas,La Liga,30,0,0
Denis Suárez,30.0,Spain,Midfielder,Villarreal,La Liga,21,1,1
Luka Sučić,21.0,Croatia,Midfielder,Real Sociedad,La Liga,29,1,1
Suso,30.0,Spain,"Forward, Midfielder",Sevilla,La Liga,16,0,2
Williot Swedberg,20.0,Sweden,"Forward, Midfielder",Celta Vigo,La Liga,32,4,5
Mamadou Sylla,30.0,Senegal,"Forward, Midfielder",Valladolid,La Liga,29,5,1
Wojciech Szczęsny,34.0,Poland,Goalkeeper,Barcelona,La Liga,15,0,0
Alexander Sørloth,28.0,Norway,Forward,Atlético Madrid,La Liga,35,20,2
Renato Tapia,29.0,Peru,"Midfielder, Defender",Leganés,La Liga,34,1,0
César Tárrega,22.0,Spain,Defender,Valencia,La Liga,34,2,0
Aurélien Tchouaméni,24.0,France,"Defender, Midfielder",Real Madrid,La Liga,32,0,0
Álvaro Tejero,28.0,Spain,"Midfielder, Defender",Espanyol,La Liga,28,1,4
Martín Tejón,20.0,Spain,"Midfielder, Defender",Valencia,La Liga,4,0,0
Nahuel Tenaglia,28.0,Argentina,Defender,Alavés,La Liga,34,2,1
Marc-André ter Stegen,32.0,Germany,Goalkeeper,Barcelona,La Liga,8,0,0
Ramón Terrats,23.0,Spain,"Midfielder, Forward",Getafe,La Liga,15,4,1
Raúl de Tomás,29.0,Spain,"Defender, Forward",Rayo Vallecano,La Liga,2,0,0
Pablo Torre,21.0,Spain,"Midfielder, Forward",Barcelona,La Liga,10,3,1
David Torres,21.0,Spain,Defender,Valladolid,La Liga,18,0,0
Ferrán Torres,24.0,Spain,"Forward, Midfielder",Barcelona,La Liga,27,10,6
Lucas Torró,30.0,Spain,Midfielder,Osasuna,La Liga,35,3,0
Hamari Traoré,32.0,Mali,Defender,Real Sociedad,La Liga,11,0,1
Óscar Trejo,36.0,Argentina,Midfielder,Rayo Vallecano,La Liga,19,1,0
Viktor Tsyhankov,26.0,Ukraine,"Forward, Midfielder",Girona,La Liga,27,2,5
Beñat Turrientes,22.0,Spain,Midfielder,Real Sociedad,La Liga,21,0,0
Christantus Uche,21.0,Nigeria,"Forward, Midfielder",Getafe,La Liga,33,4,6
Naci Ünüvar,21.0,Netherlands,"Midfielder, Defender",Espanyol,La Liga,2,0,0
Óscar Valentín,29.0,Spain,Midfielder,Rayo Vallecano,La Liga,34,0,0
Germán Valera,22.0,Spain,Midfielder,Valencia,La Liga,8,0,0
Martin Valjent,28.0,Slovakia,Defender,Mallorca,La Liga,31,3,0
Jesús Vallejo,27.0,Spain,Defender,Real Madrid,La Liga,4,0,1
Federico Valverde,26.0,Uruguay,"Midfielder, Defender",Real Madrid,La Liga,36,6,4
José Luis García Vayá,25.0,Spain,Midfielder,Valencia,La Liga,34,2,2
Jesus Vazquez,21.0,Spain,Defender,Valencia,La Liga,19,0,0
Lucas Vázquez,33.0,Spain,Defender,Real Madrid,La Liga,32,1,5
Alejo Véliz,20.0,Argentina,Forward,Espanyol,La Liga,27,1,0
Mikel Vesga,31.0,Spain,Midfielder,Athletic Club,La Liga,25,0,0
Carlos Vicente,25.0,Spain,"Forward, Midfielder",Alavés,La Liga,37,5,5
Pau Victor,22.0,Spain,Forward,Barcelona,La Liga,21,2,1
Nacho Vidal,29.0,Spain,Defender,Osasuna,La Liga,5,0,0
Fran Vieites,25.0,Spain,Goalkeeper,Betis,La Liga,4,0,0
Sergio Viera,19.0,Spain,Midfielder,Las Palmas,La Liga,2,0,0
Asier Villalibre,26.0,Spain,Forward,Alavés,La Liga,16,1,1
Iván Villar,27.0,Spain,Goalkeeper,Celta Vigo,La Liga,4,0,0
Viti,26.0,Spain,Defender,Las Palmas,La Liga,29,0,2
Daniel Vivian,25.0,Spain,Defender,Athletic Club,La Liga,32,4,0
Krapyvtsov Vladyslav,19.0,Ukraine,Goalkeeper,Girona,La Liga,2,0,0
Iñaki Williams,30.0,Ghana,Forward,Athletic Club,La Liga,35,6,8
Nico Williams,22.0,Spain,Forward,Athletic Club,La Liga,29,5,5
Axel Witsel,35.0,Belgium,Defender,Atlético Madrid,La Liga,14,0,1
Lamine Yamal,17.0,Spain,Forward,Barcelona,La Liga,35,9,13
Daniel Yáñez,17.0,Spain,Forward,Real Madrid,La Liga,1,0,0
Bertuğ Yıldırım,22.0,Türkiye,Forward,Getafe,La Liga,22,1,0
Arsen Zakharyan,21.0,Russian Federation,"Midfielder, Forward",Real Sociedad,La Liga,3,1,0
Bryan Zaragoza,23.0,Spain,"Forward, Midfielder",Osasuna,La Liga,27,1,6
Igor Zubeldia,27.0,Spain,Defender,Real Sociedad,La Liga,28,0,0
Martín Zubimendi,25.0,Spain,Midfielder,Real Sociedad,La Liga,36,2,1
